collection_no,source_database,collection.authorizer,class_name,order_name,family_name,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,collection_name,country,state,latdec,lngdec,paleolatdec,paleolngdec,stage,10_my_bin,FR2_bin,formation,member
45567,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,42675,2000,"EZ Site, RTMP L1128",Canada,Alberta,49.101848,-110.941038,56.39,-76.48,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45670,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Pinhorn South Site, RTMP L1129",Canada,Alberta,49.81963,-110.840068,57.05,-75.92,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45670,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Pinhorn South Site, RTMP L1129",Canada,Alberta,49.81963,-110.840068,57.05,-75.92,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45671,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Prairie Level Site, RTMP L1130",Canada,Alberta,49.75457,-110.684399,56.95,-75.79,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45671,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Prairie Level Site, RTMP L1130",Canada,Alberta,49.75457,-110.684399,56.95,-75.79,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45674,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Hanna's Ankylosaur Site, RTMP L1131",Canada,Alberta,49.77593,-110.683642,56.97,-75.78,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45674,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Hanna's Ankylosaur Site, RTMP L1131",Canada,Alberta,49.77593,-110.683642,56.97,-75.78,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45675,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,12049,1924,"Wood Mountain, Rocky Creek",Canada,Saskatchewan,49.36667,-106.3833,56.07,-77.88,Maastrichtian,"Cretaceous 8",Maastrichtian,Ravenscrag,
45819,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Hanna's Site, RTMP L1132",Canada,Alberta,49.159098,-110.722211,56.24,-75.37,Campanian,"Cretaceous 7",Campanian,Oldman,
45819,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Hanna's Site, RTMP L1132",Canada,Alberta,49.159098,-110.722211,56.24,-75.37,Campanian,"Cretaceous 7",Campanian,Oldman,
45820,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Pinhorn Range #93-2, RTMP L1133",Canada,Alberta,49.137969,-110.848456,56.41,-76.36,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45820,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Pinhorn Range #93-2, RTMP L1133",Canada,Alberta,49.137969,-110.848456,56.41,-76.36,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45821,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Confluence Site, RTMP L1134",Canada,Alberta,49.16179,-110.719453,56.25,-75.36,Campanian,"Cretaceous 7",Campanian,Oldman,
45821,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Confluence Site, RTMP L1134",Canada,Alberta,49.16179,-110.719453,56.25,-75.36,Campanian,"Cretaceous 7",Campanian,Oldman,
45822,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Salamander Site, RTMP L1135",Canada,Alberta,49.76289,-110.700765,56.96,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45822,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Salamander Site, RTMP L1135",Canada,Alberta,49.76289,-110.700765,56.96,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45892,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Cecil Nesmo's #2, RTMP L1136",Canada,Alberta,49.76289,-110.700765,56.96,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,Middle
45892,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Cecil Nesmo's #2, RTMP L1136",Canada,Alberta,49.76289,-110.700765,56.96,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,Middle
45893,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,42675,2000,"Cecil Nesmo's #1, RTMP L1137",Canada,Alberta,49.74078,-110.71584,56.94,-75.84,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45893,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,42675,2000,"Cecil Nesmo's #1, RTMP L1137",Canada,Alberta,49.74078,-110.71584,56.94,-75.84,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45894,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Old Road Site, RTMP L1138",Canada,Alberta,49.75844,-110.702822,56.80,-74.97,Campanian,"Cretaceous 7",Campanian,Oldman,Middle
45894,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Old Road Site, RTMP L1138",Canada,Alberta,49.75844,-110.702822,56.80,-74.97,Campanian,"Cretaceous 7",Campanian,Oldman,Middle
45897,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Come-By-Chance, RTMP L1139",Canada,Alberta,49.187007,-110.732347,56.43,-76.20,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45897,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Come-By-Chance, RTMP L1139",Canada,Alberta,49.187007,-110.732347,56.43,-76.20,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45898,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Rainy Day Site, RTMP L1140",Canada,Alberta,49.19385,-110.734388,56.43,-76.20,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45898,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Rainy Day Site, RTMP L1140",Canada,Alberta,49.19385,-110.734388,56.43,-76.20,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45899,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,42675,2000,"Big Muddy-Channel Site, RTMP L1141",Canada,Alberta,49.72575,-110.659029,56.92,-75.78,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
45899,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,42675,2000,"Big Muddy-Channel Site, RTMP L1141",Canada,Alberta,49.72575,-110.659029,56.92,-75.78,Campanian,"Cretaceous 7",Campanian,Oldman,Upper
46955,Fossilworks,"J. Alroy",,,Urodela,,Andrias,,scheuchzeri,,,,,12472,2000,"Hambach mine horizon 6C",Germany,,50.900000,6.450000,51.12,4.97,Langhian,"Cenozoic 5","Middle Miocene",Ville,Frimmersdorf
46955,Fossilworks,"J. Alroy",,,Urodela,,Chelotriton,,paradoxus,,,,,12472,2000,"Hambach mine horizon 6C",Germany,,50.900000,6.450000,51.12,4.97,Langhian,"Cenozoic 5","Middle Miocene",Ville,Frimmersdorf
46955,Fossilworks,"J. Alroy",,,Urodela,cf.,Salamandra,,sp.,,,,,12472,2000,"Hambach mine horizon 6C",Germany,,50.900000,6.450000,51.12,4.97,Langhian,"Cenozoic 5","Middle Miocene",Ville,Frimmersdorf
46959,ETE,"M. Carrano",,,Urodela,,Eoscapherpeton,,asiaticum,,Mynbulakia,,surgayi,38131,1985,"CDZh-17a, Dzharakuduk II",Uzbekistan,Navoi,42.117293,62.655315,36.80,56.95,Turonian,"Cretaceous 6",Turonian,Bissekty,
47784,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"One Tree Creek, RTMP BB 108",Canada,Alberta,50.791401,-111.624328,58.13,-76.17,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47784,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"One Tree Creek, RTMP BB 108",Canada,Alberta,50.791401,-111.624328,58.13,-76.17,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47793,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,16643,1986,"New Eggshell Site, RTMP BB 98",Canada,Alberta,50.750067,-111.463035,58.06,-76.01,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47793,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,16643,1986,"New Eggshell Site, RTMP BB 98",Canada,Alberta,50.750067,-111.463035,58.06,-76.01,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47794,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"New Campsite Locality, RTMP BB 100",Canada,Alberta,50.755441,-111.531418,58.08,-76.09,Campanian,"Cretaceous 7",Campanian,Oldman,
47794,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"New Campsite Locality, RTMP BB 100",Canada,Alberta,50.755441,-111.531418,58.08,-76.09,Campanian,"Cretaceous 7",Campanian,Oldman,
47795,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Ankylosaur-rich Site, RTMP BB 103",Canada,Alberta,50.829138,-111.321971,58.10,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,
47795,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Ankylosaur-rich Site, RTMP BB 103",Canada,Alberta,50.829138,-111.321971,58.10,-75.80,Campanian,"Cretaceous 7",Campanian,Oldman,
47807,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Bill's Site, RTMP BB 70",Canada,Alberta,50.767207,-111.514677,58.08,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47807,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Bill's Site, RTMP BB 70",Canada,Alberta,50.767207,-111.514677,58.08,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47809,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Chris's Site, RTMP BB 107",Canada,Alberta,50.765008,-111.52387,58.08,-76.07,Campanian,"Cretaceous 7",Campanian,Oldman,
47809,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Chris's Site, RTMP BB 107",Canada,Alberta,50.765008,-111.52387,58.08,-76.07,Campanian,"Cretaceous 7",Campanian,Oldman,
47811,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Matthew's Site, RTMP BB 121",Canada,Alberta,50.750424,-111.506981,58.07,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47811,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Matthew's Site, RTMP BB 121",Canada,Alberta,50.750424,-111.506981,58.07,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47812,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Overlook Site, RTMP BB 118",Canada,Alberta,50.748546,-111.524962,58.07,-76.08,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47812,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Overlook Site, RTMP BB 118",Canada,Alberta,50.748546,-111.524962,58.07,-76.08,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47814,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,16643,1986,"RTMP BB 54",Canada,Alberta,50.812055,-111.577622,58.14,-76.10,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47814,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,16643,1986,"RTMP BB 54",Canada,Alberta,50.812055,-111.577622,58.14,-76.10,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47816,PaleoDB,"R. Whatley",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,16643,1986,"RTMP BB 31, DPP",Canada,Alberta,50.750278,-111.474722,58.06,-76.03,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
47816,PaleoDB,"R. Whatley",,,Urodela,,Scapherpeton,,tectum,,,,,16643,1986,"RTMP BB 31, DPP",Canada,Alberta,50.750278,-111.474722,58.06,-76.03,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
48325,Fossilworks,"J. Alroy",,,Urodela,,Chelotriton,,paradoxus,,,,,43885,2009,"Oggenhausen 2",Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,,Urodela,,Triturus,cf.,vulgaris,,,,,43885,2009,"Oggenhausen 2",Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,,Urodela,,Mioproteus,,caucasicus,,,,,43885,2009,"Oggenhausen 2",Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,,Urodela,,Triturus,cf.,marmoratus,,,,,43885,2009,"Oggenhausen 2",Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,,Urodela,,Salamandra,,sansaniensis,,,,,43885,2009,"Oggenhausen 2",Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
49096,PaleoDB,"J. Head",,,Urodela,,Chelotriton,"n. sp.",pliocenicus,,,,,19698,1986,"Balaruc II, Herault",France,,43.461111,3.685000,43.53,3.42,Piacenzian,"Cenozoic 6",Pliocene,,
49096,PaleoDB,"J. Head",,,Urodela,,Triturus,,marmoratus,,,,,19698,1986,"Balaruc II, Herault",France,,43.461111,3.685000,43.53,3.42,Piacenzian,"Cenozoic 6",Pliocene,,
49102,PaleoDB,"M. Uhen",,,Urodela,,Andrias,,scheuchzeri,,,,,13125,1986,"Eggingen-Mittelhart 3",Germany,Baden-Württemberg,48.351389,9.858333,48.59,8.37,Burdigalian,"Cenozoic 5","Lower Miocene","Brackwater Molasse","Grimmelfinger Schichten"
51002,PaleoDB,"M. Uhen",,,Urodela,,Salamandra,,sansaniensis,,,,,13612,2004,Grund,Austria,,48.634722,16.061111,48.01,15.68,Langhian,"Cenozoic 5","Middle Miocene",Grund,
52312,ETE,"M. Carrano",,,,,Apricosiren,,sp.,,,,,8338,1988,"Lovell's Quarry, Langton Matravers (DB102)","United Kingdom",England,50.610833,-2.029722,41.47,7.83,Berriasian,"Cretaceous 1",Berriasian,Lulworth,"Worbarrow Tout"
53059,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,14358,1980,SC-270,"United States",Wyoming,44.050000,-109,49.95,-88.80,,"Cenozoic 1",Thanetian,"Fort Union",
53148,ETE,"M. Carrano",,,Urodela,,Kiyatriton,,leschinskiyi,,,,,8702,2002,"Bol'shoi Kemchug 3 (TGU)","Russian Federation",Krasnoyarsk,56.516667,91.816667,56.05,88.10,,"Cretaceous 2",,Ilek,
54105,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,14627,2004,"Eastend ""Scotty"" site, RSM loc. 72F07-0022",Canada,Saskatchewan,49.516667,-108.816667,56.55,-81.12,Maastrichtian,"Cretaceous 8",Maastrichtian,Frenchman,
57124,ETE,"M. Carrano",,,,,Marmorerpeton,,sp.,,,,,31250,1992,"Watton Cliff (West Cliff), Dorset","United Kingdom",England,50.70793,-2.77886,40.28,7.95,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
57125,ETE,"M. Carrano",,,,,Marmorerpeton,,sp.,,,,,31250,1992,"Swyre, Dorset (UCL)","United Kingdom",England,50.67889,-2.659496,40.25,8.06,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
57139,ETE,"M. Carrano",,,,,Marmorerpeton,,sp.,,,,,10557,1994,"Tarlton Clay Pit","United Kingdom",England,51.733333,-1.983333,41.34,8.50,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
57161,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,803,1964,"Subterfuge Quarry, UCMP V-5717","United States",Wyoming,43.667,-104.5667,50.26,-78.66,Maastrichtian,"Cretaceous 8",Maastrichtian,Lance,
57913,ETE,"M. Carrano",,,Urodela,"n. gen.",Iridotriton,"n. sp.",hechti,,,,,15567,1989,"Rainbow Park microsite (DNM 96)","United States",Utah,40.5046,-109.1651,35.95,-54.56,Kimmeridgian,"Jurassic 5",Kimmeridgian,Morrison,"Brushy Basin"
58089,PaleoDB,"M. Uhen",,,Urodela,,Siren,,sp.,,,,,15601,1996,"Tucker Borrow Pit","United States",Florida,27.830278,-80.811389,27.85,-80.60,,"Cenozoic 6",Pleistocene,,
58168,ETE,"M. Carrano",,,Urodela,"n. gen.",Nesovtriton,"n. sp.",mynbulakensis,,,,,38131,1985,"CBI-14, Dzharakuduk II",Uzbekistan,Navoi,42.117293,62.655315,36.80,56.95,Turonian,"Cretaceous 6",Turonian,Bissekty,
58174,ETE,"M. Carrano",,,Urodela,,Nesovtriton,,mynbulakensis,,,,,16510,1995,"CBI-17, Dzharakuduk II",Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,Coniacian,"Cretaceous 6",Coniacian,Bissekty,
58179,ETE,"M. Carrano",,,Urodela,,Nesovtriton,,mynbulakensis,,,,,38128,1981,"CBI-4v, Dzharakuduk II",Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,Coniacian,"Cretaceous 6",Coniacian,Bissekty,
58179,ETE,"M. Carrano",,,Urodela,,Eoscapherpeton,,asiaticum,,Mynbulakia,,surgayi,38128,1981,"CBI-4v, Dzharakuduk II",Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,Coniacian,"Cretaceous 6",Coniacian,Bissekty,
58208,ETE,"M. Carrano",,,Urodela,,Horezmia,,gracile,,,,,25546,1931,"SH-20, Khodzhakul",Uzbekistan,Navoi,40.100,65.800,36.13,61.50,Albian,"Cretaceous 4",Albian,Khodzhakul,
58701,ETE,"M. Carrano",,,Urodela,,Eoscapherpeton,informal,"sp. b",,,,,16510,1995,"Kansai, FKA-7a",Tajikistan,,40.4928,69.7025,34.90,63.85,Santonian,"Cretaceous 6",Santonian,Yalovach,
58701,ETE,"M. Carrano",,,Urodela,,Eoscapherpeton,"n. sp.",superum,,,,,16510,1995,"Kansai, FKA-7a",Tajikistan,,40.4928,69.7025,34.90,63.85,Santonian,"Cretaceous 6",Santonian,Yalovach,
58983,PaleoDB,"M. Uhen",,,Urodela,,Salamandra,,sansaniensis,,,,,23390,2002,"Bonanza site",Slovakia,Bratislava,48.2014,17.97767,47.68,17.64,Serravallian,"Cenozoic 5","Middle Miocene",,Sandberg
59129,PaleoDB,"J. Head",,,Urodela,cf.,Salamandra,,sp.,,,,,16873,1997,"Saint-Maximin (MP 13)",France,Gard,43.400000,6.050000,40.31,2.45,Lutetian,"Cenozoic 2",Lutetian,,
60281,PaleoDB,"J. Head",,,Urodela,,Salamandra,,sansaniensis,,,,,16853,2003,"Le Garouillas (Phosphorites du Quercy, MP 25)",France,,44.216667,1.716667,43.93,-0.91,Chattian,"Cenozoic 4",Chattian,,
60281,PaleoDB,"J. Head",,,Urodela,,Chelotriton,,paradoxus,,,,,16853,2003,"Le Garouillas (Phosphorites du Quercy, MP 25)",France,,44.216667,1.716667,43.93,-0.91,Chattian,"Cenozoic 4",Chattian,,
60281,PaleoDB,"J. Head",,,Urodela,,Triturus,,sp.,,,,,16853,2003,"Le Garouillas (Phosphorites du Quercy, MP 25)",France,,44.216667,1.716667,43.93,-0.91,Chattian,"Cenozoic 4",Chattian,,
61844,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,17858,1998,"UMNH VP Loc. 77, Campbell Canyon","United States",Utah,37.634722,-112.118611,45.71,-83.29,Campanian,"Cretaceous 7",Campanian,Wahweap,
61890,ETE,"M. Carrano",,,,,Marmorerpeton,,kermacki,,,,,10557,1994,"Cladach a'Ghlinne, Elgol","United Kingdom",Scotland,57.172500,-6.103889,46.58,4.60,Bathonian,"Jurassic 4",Bathonian,Kilmaluag,
61891,ETE,"M. Carrano",,,,"n. gen.",Urupia,"n. sp.",monstrosa,,,,,17882,2006,"Berezovsk Quarry","Russian Federation",Krasnoyarsk,55.650000,89.183333,58.17,86.69,Bathonian,"Jurassic 4",Bathonian,Itat,Upper
67985,PaleoDB,"M. Carrano",,,,"n. gen.",Galverpeton,"n. sp.",ibericum,,,,,19446,1982,"Colladico Blanco 2 (IPB)",Spain,Teruel,40.666667,-0.666667,30.62,9.35,Barremian,"Cretaceous 2",Barremian,"El Castellar",
68003,PaleoDB,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,11752,2001,"LSUMG 489, Talley Mountain","United States",Texas,29.104792,-103.169877,35.53,-76.69,Campanian,"Cretaceous 7",Campanian,Aguja,"Upper Shale"
68428,PaleoDB,"M. Uhen",,,Batrachosauroididae,,Palaeoproteus,,gallicus,,,,,29562,1981,"Mont Berru",France,Champagne-Ardenne,49.266667,4.150000,43.77,1.71,Thanetian,"Cenozoic 1",Thanetian,Cernay,
68440,PaleoDB,"M. Uhen",,,Urodela,cf.,Triturus,,sp.,,,,,47934,1992,Prémontré,France,Picardie,49.540278,3.413889,45.01,0.73,Ypresian,"Cenozoic 2",Ypresian,,
68823,PaleoDB,"E. Fara",,,Urodela,,Horezmia,,gracile,,,,,19868,1988,Chelpyk,Uzbekistan,Karakalpakstan,42.366667,60.033333,37.10,54.64,Cenomanian,"Cretaceous 5",Cenomanian,"Khodzhakul (= Chodzhakul)",
68826,PaleoDB,"E. Fara",,,,"n. gen.",Bishara,"n. sp.",backa,,,,,19868,1988,Baibishe,Kazakhstan,Qyzylorda,46.574274,63.8667,39.16,57.37,,,,Bostobe,
69098,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Mioproteus,,caucasicus,,,,,19926,1980,"Langenau 1",Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Burdigalian,"Cenozoic 5","Lower Miocene","Brackwater Molasse","Kirchberg beds"
69098,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Chelotriton,,sp.,,,,,19926,1980,"Langenau 1",Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Burdigalian,"Cenozoic 5","Lower Miocene","Brackwater Molasse","Kirchberg beds"
69098,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Andrias,,scheuchzeri,,,,,19926,1980,"Langenau 1",Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Burdigalian,"Cenozoic 5","Lower Miocene","Brackwater Molasse","Kirchberg beds"
69161,PaleoDB,"J. Kriwet",,,Urodela,,Scapherpeton,,sp.,,,,,19785,1978,"Timber Ridge","United States",Montana,48.006944,-108.909722,54.75,-74.08,Campanian,"Cretaceous 7",Campanian,"Judith River",
70332,PaleoDB,"M. Uhen",,,Urodela,,Andrias,,scheuchzeri,,,,,23602,2001,"Ringingen-Frontal 1",Germany,,48.335000,9.808889,48.46,7.96,,"Cenozoic 5","Lower Miocene",,
70332,PaleoDB,"M. Uhen",,,Urodela,,Mioproteus,,caucasicus,,,,,23602,2001,"Ringingen-Frontal 1",Germany,,48.335000,9.808889,48.46,7.96,,"Cenozoic 5","Lower Miocene",,
70337,PaleoDB,"M. Uhen",,,Urodela,,Andrias,,scheuchzeri,,,,,23602,2001,"Ringingen-Frontal 2",Germany,,48.335000,9.808889,48.46,7.96,,"Cenozoic 5","Lower Miocene",,
70338,PaleoDB,"M. Uhen",,,Urodela,,Andrias,,scheuchzeri,,,,,23602,2001,"Illerkirchberg 1",Germany,,48.322778,10.016389,48.45,8.17,,"Cenozoic 5","Lower Miocene",,
71942,Fossilworks,"J. Alroy",,,Urodela,,Chelotriton,,robustus,,,,,24323,1996,Enspel,Germany,Rheinland-Pfalz,50.616667,7.883333,50.45,4.96,Chattian,"Cenozoic 4",Chattian,,
74292,Fossilworks,"J. Alroy",,,Urodela,,Siren,,lacertina,,,,,24947,1932,"Melbourne No. 2 Bed","United States",Florida,28.083333,-80.6,28.08,-80.60,,"Cenozoic 6",Pleistocene,,
75066,Fossilworks,"J. Alroy",,,Urodela,,Amphiuma,,sp.,,,,,25334,2007,"Clark Quarry","United States",Georgia,31.150000,-81.483333,31.15,-81.48,,"Cenozoic 6",Pleistocene,,
75296,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,2236,1999,"UW V-92038, Oozing with Bone","United States",Wyoming,41.938745,-106.880622,48.90,-82.43,Maastrichtian,"Cretaceous 8",Maastrichtian,Ferris,
75481,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Chelotriton,informal,"sp. type II",,,,,55045,2004,Rudabánya,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Tortonian,"Cenozoic 6","Upper Miocene",Edelény,
75481,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Mioproteus,,caucasicus,,,,,55045,2004,Rudabánya,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Tortonian,"Cenozoic 6","Upper Miocene",Edelény,
75481,PaleoDB,"L. van den Hoek Ostende",,,Urodela,,Chelotriton,informal,"sp. type I",,,,,55045,2004,Rudabánya,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Tortonian,"Cenozoic 6","Upper Miocene",Edelény,
75868,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Piceoerpeton,"n. sp.",willwoodense,"n. gen.",Piceoerpeton,"n. sp.",willwoodensis,25640,1967,"Piceoerpeton willwoodense type locality","United States",Wyoming,44.783333,-108.95,49.63,-91.73,Ypresian,"Cenozoic 2",Ypresian,Willwood,
75873,Fossilworks,"J. Alroy",,,Urodela,,Andrias,,matthewi,,Cryptobranchus,,matthewi,25656,1981,Rockglen,Canada,Saskatchewan,49.183333,-105.95,49.81,-102.55,,"Cenozoic 5","Middle Miocene","Wood Mountain",
75880,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,"n. sp.",crassus,,,,,25670,1974,"Flint Hill (Notre Dame locality)","United States","South Dakota",43.133333,-101.866667,43.83,-97.94,Burdigalian,"Cenozoic 5","Lower Miocene",Batesland,
